CompanyName;Participation;Certification.Date;Certification.Due.Date;Type
Food52;EU-U.S. Privacy Shield Framework;2017-01-26;2018-01-26;NON-HR
Foot Locker, Inc.;EU-U.S. Privacy Shield Framework;2017-01-19;2018-01-19;HR, NON-HR
Footmarks, Inc.;EU-U.S. Privacy Shield Framework;2017-01-27;2018-01-27;NON-HR
Forbes Media LLC;EU-U.S. Privacy Shield Framework;2016-11-25;2017-11-25;NON-HR
Force 5;EU-U.S. Privacy Shield Framework;2016-08-25;2017-08-25;NON-HR
Forcepoint LLC;EU-U.S. Privacy Shield Framework;2016-12-06;2017-12-06;HR, NON-HR
ForeSee Results, Inc.;EU-U.S. Privacy Shield Framework;2016-08-24;2017-08-24;NON-HR
Foresight Group International A.G.;EU-U.S. Privacy Shield Framework;2017-03-09;2018-03-09;NON-HR
ForeSoft Corp.;EU-U.S. Privacy Shield Framework;2017-01-04;2018-01-04;NON-HR
Formsite.com;Swiss-U.S. Privacy Shield Framework;2017-04-25;2017-10-18;NON-HR
Formsite.com;EU-U.S. Privacy Shield Framework;2016-10-18;2017-10-18;NON-HR
Fort Hill Company;EU-U.S. Privacy Shield Framework;2016-10-14;2017-10-14;HR
Fossil Group;EU-U.S. Privacy Shield Framework;2017-02-01;2018-02-01;HR, NON-HR
Foundation Medicine, Inc.;EU-U.S. Privacy Shield Framework;2017-04-24;2018-04-24;HR, NON-HR
Foundation Medicine, Inc.;Swiss-U.S. Privacy Shield Framework;2017-04-26;2018-04-24;NON-HR
Foxpass;EU-U.S. Privacy Shield Framework;2017-02-10;2018-02-10;HR
Fpweb.net;EU-U.S. Privacy Shield Framework;2016-09-15;2017-09-15;NON-HR
Franchise World Headquaters, LLC ("FWH");EU-U.S. Privacy Shield Framework;2016-10-25;2017-10-25;HR, NON-HR
Frank Recruitment Group Inc;EU-U.S. Privacy Shield Framework;2017-03-31;2018-03-31;HR, NON-HR
Franklin Covey;EU-U.S. Privacy Shield Framework;2017-03-24;2018-03-24;HR, NON-HR
Freeport-McMoRan Inc.;EU-U.S. Privacy Shield Framework;2016-12-01;2017-12-01;HR, NON-HR
FreeWheel Media, Inc.;EU-U.S. Privacy Shield Framework;2016-10-24;2017-10-24;HR, NON-HR
FrescoData;EU-U.S. Privacy Shield Framework;2017-02-06;2018-02-06;NON-HR
Freshdesk, Inc.;EU-U.S. Privacy Shield Framework;2017-02-28;2018-02-28;NON-HR
Freudenberg IT LP;EU-U.S. Privacy Shield Framework;2016-11-08;2017-11-08;HR, NON-HR
FrontApp, Inc;EU-U.S. Privacy Shield Framework;2016-12-01;2017-12-01;NON-HR
FTI Consulting, Inc.;Swiss-U.S. Privacy Shield Framework;2017-05-01;2017-09-20;NON-HR
FTI Consulting, Inc.;EU-U.S. Privacy Shield Framework;2016-09-20;2017-09-20;HR, NON-HR
FullContact;EU-U.S. Privacy Shield Framework;2016-08-29;2017-08-29;NON-HR
Fullpower Technologies, Inc.;EU-U.S. Privacy Shield Framework;2016-08-18;2017-08-18;NON-HR
FullStory, Inc.;EU-U.S. Privacy Shield Framework;2016-11-15;2017-11-15;NON-HR
Funai Corporation, Inc.;EU-U.S. Privacy Shield Framework;2017-01-09;2018-01-09;NON-HR
Funambol, Inc.;EU-U.S. Privacy Shield Framework;2016-08-22;2017-08-22;NON-HR
Functional Software Inc. (Sentry);EU-U.S. Privacy Shield Framework;2016-12-19;2017-12-19;NON-HR
Future Simple Inc.;EU-U.S. Privacy Shield Framework;2017-04-13;2018-04-13;NON-HR
G2 Web Services, LLC.;EU-U.S. Privacy Shield Framework;2016-08-12;2017-08-12;HR, NON-HR
G4S Technology Software Solutions LLC;EU-U.S. Privacy Shield Framework;2016-09-26;2017-09-26;NON-HR
GaggleAMP Inc.;EU-U.S. Privacy Shield Framework;2017-04-19;2018-05-10;NON-HR
GaggleAMP Inc.;Swiss-U.S. Privacy Shield Framework;2017-04-19;2018-05-10;NON-HR
Gainsight Inc;EU-U.S. Privacy Shield Framework;2016-10-17;2017-10-17;NON-HR
Gallivan Gallivan & O'Melia LLC;EU-U.S. Privacy Shield Framework;2016-12-07;2017-12-07;NON-HR
Gallup, Inc.;Swiss-U.S. Privacy Shield Framework;2017-05-18;2018-05-18;HR, NON-HR
Gallup, Inc.;EU-U.S. Privacy Shield Framework;2016-11-09;2017-11-09;HR, NON-HR
Gamelocker, Inc.;EU-U.S. Privacy Shield Framework;2017-05-24;2018-05-24;NON-HR
GDM Services;EU-U.S. Privacy Shield Framework;2016-09-26;2017-09-26;NON-HR
GE Medical Systems, Ultrasound & Primary Care Diagnostics LLC;EU-U.S. Privacy Shield Framework;2016-12-07;2017-12-07;NON-HR
Gene by Gene, Ltd.;EU-U.S. Privacy Shield Framework;2017-05-12;2018-05-12;NON-HR
Gene by Gene, Ltd.;Swiss-U.S. Privacy Shield Framework;2017-05-12;2018-05-12;NON-HR
General Assembly;EU-U.S. Privacy Shield Framework;2016-11-03;2017-11-03;HR, NON-HR
General Cable Corporation;EU-U.S. Privacy Shield Framework;2017-01-19;2018-01-19;HR, NON-HR
General Dynamics Information Technology, Inc.;EU-U.S. Privacy Shield Framework;2016-11-15;2017-11-15;HR, NON-HR
Genius SIS, Inc.;EU-U.S. Privacy Shield Framework;2017-04-03;2018-04-03;NON-HR
Genomic Health, Inc.;EU-U.S. Privacy Shield Framework;2016-11-02;2017-11-02;HR, NON-HR
Gensuite LLC;EU-U.S. Privacy Shield Framework;2017-01-04;2018-01-04;HR, NON-HR
Get the World Moving;EU-U.S. Privacy Shield Framework;2016-10-20;2017-10-20;NON-HR
GetGo, Inc.;Swiss-U.S. Privacy Shield Framework;2017-05-24;2017-12-05;NON-HR
GetGo, Inc.;EU-U.S. Privacy Shield Framework;2016-12-05;2017-12-05;NON-HR
Getty Images, Inc.;EU-U.S. Privacy Shield Framework;2017-03-31;2018-03-31;HR, NON-HR
Gibson, Dunn & Crutcher LLP;EU-U.S. Privacy Shield Framework;2017-02-09;2018-02-09;NON-HR
GIGYA, INC.;EU-U.S. Privacy Shield Framework;2016-10-24;2017-10-24;NON-HR
Gilead Sciences;EU-U.S. Privacy Shield Framework;2017-05-10;2018-05-10;HR, NON-HR
Gimbal, Inc.;EU-U.S. Privacy Shield Framework;2016-11-15;2017-11-15;NON-HR
GISTnet;EU-U.S. Privacy Shield Framework;2016-12-05;2017-12-05;NON-HR
GitHub, Inc.;EU-U.S. Privacy Shield Framework;2017-01-26;2018-01-26;HR, NON-HR
Giva;EU-U.S. Privacy Shield Framework;2016-08-31;2017-08-31;NON-HR
Glance;Swiss-U.S. Privacy Shield Framework;2017-05-04;2017-11-14;NON-HR
Glance;EU-U.S. Privacy Shield Framework;2016-11-14;2017-11-14;NON-HR
Glint Inc.;EU-U.S. Privacy Shield Framework;2017-01-10;2018-01-10;HR, NON-HR
Global Data Consortium;EU-U.S. Privacy Shield Framework;2016-12-07;2017-12-07;NON-HR
Global Incentive Solutions, LLC;EU-U.S. Privacy Shield Framework;2016-11-15;2017-11-15;NON-HR
Global Investigative Services, Inc.;EU-U.S. Privacy Shield Framework;2016-11-21;2017-11-21;HR, NON-HR
Global Mobility Solutions;EU-U.S. Privacy Shield Framework;2016-11-21;2017-11-21;HR, NON-HR
Global Outsource Services, LLC;EU-U.S. Privacy Shield Framework;2017-03-31;2018-03-31;NON-HR
Global Power Equipment Group Inc;EU-U.S. Privacy Shield Framework;2017-01-26;2018-01-26;HR, NON-HR
Global Safety Textiles LLC;EU-U.S. Privacy Shield Framework;2016-11-21;2017-11-21;HR
Global Specimen Solutions;EU-U.S. Privacy Shield Framework;2016-12-30;2017-12-30;NON-HR
Global-E;EU-U.S. Privacy Shield Framework;2017-02-09;2018-02-09;NON-HR
Global-Z International, Inc.;Swiss-U.S. Privacy Shield Framework;2017-05-01;2017-12-27;NON-HR
Global-Z International, Inc.;EU-U.S. Privacy Shield Framework;2016-12-27;2017-12-27;NON-HR
GlobeTax;EU-U.S. Privacy Shield Framework;2017-02-16;2018-02-16;NON-HR
Globoforce Inc.;EU-U.S. Privacy Shield Framework;2016-11-21;2017-11-21;HR, NON-HR
GMR Marketing LLC;EU-U.S. Privacy Shield Framework;2016-11-04;2017-11-04;HR, NON-HR
Go Daddy Operating Company, LLC;EU-U.S. Privacy Shield Framework;2017-01-06;2018-01-06;HR, NON-HR
Godfrey;EU-U.S. Privacy Shield Framework;2016-11-17;2017-11-17;NON-HR
GoodData Corporation;Swiss-U.S. Privacy Shield Framework;2017-04-25;2018-04-25;NON-HR
GoodData Corporation;EU-U.S. Privacy Shield Framework;2017-04-25;2018-04-25;NON-HR
Google Inc.;Swiss-U.S. Privacy Shield Framework;2017-04-18;2018-05-01;HR, NON-HR
Google Inc.;EU-U.S. Privacy Shield Framework;2016-08-28;2017-09-22;HR, NON-HR
GoPro, Inc.;EU-U.S. Privacy Shield Framework;2016-09-27;2017-09-27;NON-HR
GoSpotCheck, Inc.;EU-U.S. Privacy Shield Framework;2017-04-25;2018-04-25;NON-HR
GotSoccer, LLC;EU-U.S. Privacy Shield Framework;2016-11-04;2017-11-04;NON-HR
GovDelivery;EU-U.S. Privacy Shield Framework;2017-05-16;2018-05-16;NON-HR
GPS Capital Markets, Inc.;EU-U.S. Privacy Shield Framework;2017-02-02;2018-02-02;HR, NON-HR
GQueues LLC;EU-U.S. Privacy Shield Framework;2016-09-22;2017-09-22;NON-HR
gr8 People, Inc.;EU-U.S. Privacy Shield Framework;2016-11-22;2017-11-22;HR, NON-HR
Graco Inc.;Swiss-U.S. Privacy Shield Framework;2017-05-12;2017-10-07;HR, NON-HR
Graco Inc.;EU-U.S. Privacy Shield Framework;2016-10-07;2017-10-07;HR, NON-HR
Gradescope;EU-U.S. Privacy Shield Framework;2017-02-27;2018-02-27;NON-HR
GradLeaders, LLC.;Swiss-U.S. Privacy Shield Framework;2017-04-18;2018-01-23;NON-HR
GradLeaders, LLC.;EU-U.S. Privacy Shield Framework;2017-01-23;2018-01-23;NON-HR
Graebel Companies, Inc.;EU-U.S. Privacy Shield Framework;2017-02-06;2018-02-06;HR, NON-HR
Grant Thornton LLP;Swiss-U.S. Privacy Shield Framework;2017-05-09;2018-05-15;NON-HR
Grant Thornton LLP;EU-U.S. Privacy Shield Framework;2016-12-06;2018-05-15;HR, NON-HR
Grasp Technologies;EU-U.S. Privacy Shield Framework;2017-04-07;2018-04-07;HR
Gray Consulting Inc.;EU-U.S. Privacy Shield Framework;2016-11-08;2017-11-08;NON-HR
GreatHorn Inc.;EU-U.S. Privacy Shield Framework;2016-11-14;2017-11-14;NON-HR
Greenphire Inc.;EU-U.S. Privacy Shield Framework;2016-10-20;2017-10-20;NON-HR
Greenwich Associates LLC;EU-U.S. Privacy Shield Framework;2017-02-22;2018-02-22;NON-HR
Grey Ghost Software, LLC;EU-U.S. Privacy Shield Framework;2016-12-12;2017-12-12;NON-HR
Greystar;EU-U.S. Privacy Shield Framework;2016-11-29;2017-11-29;NON-HR
Groove Labs Inc.;EU-U.S. Privacy Shield Framework;2016-10-18;2017-10-18;NON-HR
GroupSystems Inc, dba ThinkTank;Swiss-U.S. Privacy Shield Framework;2017-04-25;2018-04-25;NON-HR
GroupSystems Inc, dba ThinkTank;EU-U.S. Privacy Shield Framework;None;2018-04-19;NON-HR
Growth Resources Inc;EU-U.S. Privacy Shield Framework;2017-03-27;2018-03-27;HR
GruupMeet, Inc.;EU-U.S. Privacy Shield Framework;2017-01-25;2018-01-25;NON-HR
Guardian Analytics;EU-U.S. Privacy Shield Framework;2016-11-14;2017-11-14;NON-HR
Guidebook, Inc.;EU-U.S. Privacy Shield Framework;2016-10-13;2017-10-13;NON-HR
Guidewire Software;EU-U.S. Privacy Shield Framework;2016-10-04;2017-10-04;NON-HR
Gust, Inc.;EU-U.S. Privacy Shield Framework;2017-03-30;2018-03-30;HR, NON-HR
H2O Clinical, LLC;EU-U.S. Privacy Shield Framework;2016-11-16;2017-11-16;NON-HR
H5;Swiss-U.S. Privacy Shield Framework;2017-05-26;2018-03-21;HR, NON-HR
H5;EU-U.S. Privacy Shield Framework;2017-03-21;2018-03-21;HR, NON-HR
Hall & Partners;EU-U.S. Privacy Shield Framework;2017-02-27;2018-02-27;HR, NON-HR
Hansa GCR, LLC;EU-U.S. Privacy Shield Framework;2017-01-10;2018-01-10;NON-HR
Hapara Inc;EU-U.S. Privacy Shield Framework;2016-09-01;2017-09-01;NON-HR
Happyfication, Inc.;EU-U.S. Privacy Shield Framework;2017-04-04;2018-04-04;NON-HR
Hard Rock Cafe International (USA), Inc.;EU-U.S. Privacy Shield Framework;2016-10-20;2017-10-20;HR, NON-HR
Harper Global;EU-U.S. Privacy Shield Framework;2016-11-15;2017-11-15;NON-HR
HarQen;EU-U.S. Privacy Shield Framework;2017-01-27;2018-01-27;HR
Harris Beach PLLC;EU-U.S. Privacy Shield Framework;2016-12-27;2017-12-27;NON-HR
HaystackID;EU-U.S. Privacy Shield Framework;2017-01-19;2018-01-19;HR, NON-HR
HBR Consulting;EU-U.S. Privacy Shield Framework;2017-03-21;2018-03-21;NON-HR
hc1.com Inc.;EU-U.S. Privacy Shield Framework;2016-12-12;2017-12-12;NON-HR
HCR Software Solutions Inc.;EU-U.S. Privacy Shield Framework;2016-10-24;2017-10-24;HR, NON-HR
Healogix, LLC;Swiss-U.S. Privacy Shield Framework;2017-05-12;2017-11-15;NON-HR
Healogix, LLC;EU-U.S. Privacy Shield Framework;2016-11-15;2017-11-15;NON-HR
Health Fitness Corporation;Swiss-U.S. Privacy Shield Framework;2017-04-17;2018-04-17;NON-HR
Health Fitness Corporation;EU-U.S. Privacy Shield Framework;2016-11-17;2018-04-17;NON-HR
HealthSmart Benefit Solutions, Inc.;EU-U.S. Privacy Shield Framework;2017-02-10;2018-02-10;HR, NON-HR
Hearsay Social, Inc.;EU-U.S. Privacy Shield Framework;2016-09-29;2017-09-29;HR, NON-HR
Heat Software USA Inc.;EU-U.S. Privacy Shield Framework;2016-08-25;2017-08-25;HR, NON-HR
Help Scout;Swiss-U.S. Privacy Shield Framework;2017-04-18;2017-08-30;NON-HR
Help Scout;EU-U.S. Privacy Shield Framework;2016-08-30;2017-08-30;NON-HR
Herman Miller, Inc;EU-U.S. Privacy Shield Framework;2017-01-17;2018-01-17;HR, NON-HR
HeroX PBC;EU-U.S. Privacy Shield Framework;2016-12-06;2017-12-06;NON-HR
Herring Impact Group;EU-U.S. Privacy Shield Framework;2017-02-13;2018-02-13;NON-HR
Herrmann International;EU-U.S. Privacy Shield Framework;2016-10-13;2017-10-13;NON-HR
HEVC Advance;Swiss-U.S. Privacy Shield Framework;2017-04-27;2017-09-13;NON-HR
HEVC Advance;EU-U.S. Privacy Shield Framework;2016-09-13;2017-09-13;NON-HR
Hexaware Technologies Inc.;EU-U.S. Privacy Shield Framework;2016-12-05;2017-12-05;NON-HR
Hexcel Corporation;EU-U.S. Privacy Shield Framework;2016-09-29;2017-09-29;HR, NON-HR
Hibbert Group;EU-U.S. Privacy Shield Framework;2016-12-12;2017-12-12;NON-HR
HighPoint Solutions, LLC;EU-U.S. Privacy Shield Framework;2017-05-15;2018-05-15;NON-HR
HighPoint Solutions, LLC;Swiss-U.S. Privacy Shield Framework;2017-05-15;2018-05-15;NON-HR
HIghRadius Corporation;EU-U.S. Privacy Shield Framework;2016-11-15;2017-11-15;NON-HR
Highrise HQ, LLC;EU-U.S. Privacy Shield Framework;2016-11-23;2017-11-23;NON-HR
Hightail, Inc.;Swiss-U.S. Privacy Shield Framework;2017-05-01;2017-10-26;NON-HR
Hightail, Inc.;EU-U.S. Privacy Shield Framework;2016-10-26;2017-10-26;NON-HR
Highway905;EU-U.S. Privacy Shield Framework;2016-10-12;2017-10-12;HR, NON-HR
Highwinds;EU-U.S. Privacy Shield Framework;2017-02-10;2018-02-10;NON-HR
Hill International, Inc.;Swiss-U.S. Privacy Shield Framework;2017-05-10;2018-05-10;HR, NON-HR
Hill International, Inc.;EU-U.S. Privacy Shield Framework;2017-05-10;2018-05-10;HR, NON-HR
Hiperos, LLC;EU-U.S. Privacy Shield Framework;2016-11-16;2017-11-16;NON-HR
HireAbility.com;EU-U.S. Privacy Shield Framework;2016-08-24;2017-08-24;HR, NON-HR
Hirebridge, LLC;EU-U.S. Privacy Shield Framework;2017-01-19;2018-01-19;NON-HR
Hireku, Inc. d/b/a Jazz;Swiss-U.S. Privacy Shield Framework;2017-04-27;2018-04-27;HR, NON-HR
Hireku, Inc. d/b/a Jazz;EU-U.S. Privacy Shield Framework;2017-01-27;2018-04-27;HR, NON-HR
Hogan Assessment Systems, Inc.;EU-U.S. Privacy Shield Framework;2016-11-09;2017-11-09;NON-HR
Holden LLC;EU-U.S. Privacy Shield Framework;2016-09-01;2017-09-01;NON-HR
Hoopla Software, Inc.;Swiss-U.S. Privacy Shield Framework;2017-05-12;2018-05-12;NON-HR
Hoopla Software, Inc.;EU-U.S. Privacy Shield Framework;2016-09-06;2018-05-12;NON-HR
Horizon Pharma, Inc.;Swiss-U.S. Privacy Shield Framework;2017-04-13;2018-04-27;HR, NON-HR
Horizon Pharma, Inc.;EU-U.S. Privacy Shield Framework;2017-01-18;2018-01-18;HR, NON-HR
Host Analytics, Inc.;EU-U.S. Privacy Shield Framework;2016-10-12;2017-10-12;NON-HR
Host Collective, Inc.;EU-U.S. Privacy Shield Framework;2016-11-18;2017-11-18;NON-HR
Hosting Services Inc.;EU-U.S. Privacy Shield Framework;2017-04-11;2018-04-11;NON-HR
Hostway Services, Inc.;EU-U.S. Privacy Shield Framework;2016-11-25;2017-11-25;HR, NON-HR
HP Inc.;EU-U.S. Privacy Shield Framework;2016-10-25;2017-10-25;NON-HR
HR Acuity;EU-U.S. Privacy Shield Framework;2017-01-04;2018-01-04;HR
HRCloud.com;EU-U.S. Privacy Shield Framework;2016-12-23;2017-12-23;HR
HRG North America;EU-U.S. Privacy Shield Framework;2017-03-31;2018-03-31;NON-HR
HSI USA Inc.;EU-U.S. Privacy Shield Framework;2016-10-24;2017-10-24;NON-HR
HT2 Labs;EU-U.S. Privacy Shield Framework;2017-01-11;2018-01-11;HR, NON-HR
HubSpot, Inc.;EU-U.S. Privacy Shield Framework;2016-12-05;2017-12-05;NON-HR
Huddle;EU-U.S. Privacy Shield Framework;2017-04-03;2018-04-03;HR, NON-HR
Hudson Advisors L.P.;EU-U.S. Privacy Shield Framework;2016-12-16;2017-12-16;HR, NON-HR
Human Care Systems;EU-U.S. Privacy Shield Framework;2016-10-12;2017-10-12;HR, NON-HR
Human Design Medical, LLC;EU-U.S. Privacy Shield Framework;2017-01-06;2018-01-06;HR, NON-HR
Human Synergistics, Inc.;Swiss-U.S. Privacy Shield Framework;2017-04-18;2018-04-18;NON-HR
Human Synergistics, Inc.;EU-U.S. Privacy Shield Framework;2016-11-15;2017-11-15;NON-HR
Human Systems Development LLC;EU-U.S. Privacy Shield Framework;2016-11-25;2017-11-25;HR, NON-HR
Humanity.com, Inc.;EU-U.S. Privacy Shield Framework;2016-11-07;2017-11-07;HR, NON-HR
Humantech;EU-U.S. Privacy Shield Framework;2017-02-21;2018-02-21;NON-HR
Humble Bundle, Inc.;EU-U.S. Privacy Shield Framework;2016-12-07;2017-12-07;HR, NON-HR
Huntsman International LLC;EU-U.S. Privacy Shield Framework;2016-11-25;2017-11-25;HR, NON-HR
Huron Consulting Group Inc.;EU-U.S. Privacy Shield Framework;2016-11-17;2017-11-17;NON-HR
Hyland Software, Inc.;Swiss-U.S. Privacy Shield Framework;2017-05-01;2017-10-07;NON-HR
Hyland Software, Inc.;EU-U.S. Privacy Shield Framework;2016-10-07;2017-10-07;NON-HR
HyTrust, Inc.;Swiss-U.S. Privacy Shield Framework;2017-04-25;2017-08-30;NON-HR
HyTrust, Inc.;EU-U.S. Privacy Shield Framework;2016-08-30;2017-08-30;NON-HR
i-on interactive, inc;EU-U.S. Privacy Shield Framework;2017-01-18;2018-01-18;NON-HR
i-payout;EU-U.S. Privacy Shield Framework;2017-04-18;2018-04-18;NON-HR
i-payout;Swiss-U.S. Privacy Shield Framework;2017-04-18;2018-04-18;NON-HR
i2c Inc.;Swiss-U.S. Privacy Shield Framework;2017-04-12;2018-05-11;NON-HR
i2c Inc.;EU-U.S. Privacy Shield Framework;2017-03-08;2018-05-11;NON-HR
i9 Advantage, LLC;EU-U.S. Privacy Shield Framework;2016-09-23;2017-09-23;HR
IAC Publishing, LLC;EU-U.S. Privacy Shield Framework;2017-01-10;2018-01-10;HR, NON-HR
iATS Payments;EU-U.S. Privacy Shield Framework;2017-01-03;2018-01-03;NON-HR
iBridge, LLC;EU-U.S. Privacy Shield Framework;2017-01-18;2018-01-18;NON-HR
iCardiac Technologies, Inc.;EU-U.S. Privacy Shield Framework;2017-03-15;2018-03-15;HR, NON-HR
Icebreaker Nature Clothing Inc;EU-U.S. Privacy Shield Framework;2016-11-15;2017-11-15;NON-HR
Icertis Inc;EU-U.S. Privacy Shield Framework;2016-12-16;2017-12-16;NON-HR
iCIMS, Inc.;EU-U.S. Privacy Shield Framework;2016-11-28;2017-11-28;HR, NON-HR
ICON Clinical Research LLC;EU-U.S. Privacy Shield Framework;2016-11-08;2017-11-08;HR, NON-HR
Idea Crossing Inc d/b/a Skild;Swiss-U.S. Privacy Shield Framework;2017-04-28;2018-04-28;NON-HR
Idea Crossing Inc d/b/a Skild;EU-U.S. Privacy Shield Framework;2016-12-28;2017-12-28;NON-HR
IdeaPoint Incorporated;EU-U.S. Privacy Shield Framework;2017-01-23;2018-01-23;NON-HR
IdeaScale;EU-U.S. Privacy Shield Framework;2016-09-21;2017-09-21;NON-HR
Identity Theft Guard Solutions, Inc. dba ID Experts;EU-U.S. Privacy Shield Framework;2017-01-09;2018-01-09;NON-HR
identitymind global inc;EU-U.S. Privacy Shield Framework;2017-03-16;2018-03-16;NON-HR
IdenTrust, Inc.;EU-U.S. Privacy Shield Framework;2017-04-27;2018-04-27;HR, NON-HR
IDEXX Laboratories, Inc.;EU-U.S. Privacy Shield Framework;2017-01-10;2018-01-10;HR, NON-HR
iGames, Inc.;Swiss-U.S. Privacy Shield Framework;2017-04-28;2017-10-13;NON-HR
iGames, Inc.;EU-U.S. Privacy Shield Framework;2016-09-28;2017-10-13;NON-HR
Ignite Technologies, Inc.;EU-U.S. Privacy Shield Framework;2017-03-06;2018-03-06;HR, NON-HR
IgnitionOne, Inc.;EU-U.S. Privacy Shield Framework;2016-10-07;2017-10-07;NON-HR
iland Internet Solutions;EU-U.S. Privacy Shield Framework;2016-10-14;2017-10-14;HR, NON-HR
Illumina, Inc.;EU-U.S. Privacy Shield Framework;2016-10-25;2017-10-25;HR, NON-HR
Illuminas Global;EU-U.S. Privacy Shield Framework;2017-02-07;2018-02-07;NON-HR
ilos Co.;EU-U.S. Privacy Shield Framework;2017-03-14;2018-03-14;NON-HR
Image Processing Systems;EU-U.S. Privacy Shield Framework;2017-01-11;2018-01-11;HR
Image Relay;EU-U.S. Privacy Shield Framework;2017-01-23;2018-01-23;NON-HR
IMAYL, Inc;EU-U.S. Privacy Shield Framework;2017-02-09;2018-02-09;NON-HR
Impartner;EU-U.S. Privacy Shield Framework;2016-10-19;2017-10-19;NON-HR
Imply Data, inc.;EU-U.S. Privacy Shield Framework;2017-05-01;2018-05-01;NON-HR
Imply Data, inc.;Swiss-U.S. Privacy Shield Framework;2017-05-01;2018-05-01;NON-HR
IMS Health Incorporated;EU-U.S. Privacy Shield Framework;2016-12-09;2017-12-09;HR
IMT;EU-U.S. Privacy Shield Framework;2016-12-20;2017-12-20;NON-HR
Inbenta;EU-U.S. Privacy Shield Framework;2016-11-07;2017-11-07;NON-HR
INBOX25;EU-U.S. Privacy Shield Framework;2017-05-05;2018-05-05;NON-HR
INC Research LLC;Swiss-U.S. Privacy Shield Framework;2017-04-27;2017-08-31;HR, NON-HR
INC Research LLC;EU-U.S. Privacy Shield Framework;2016-08-31;2017-08-31;HR, NON-HR
Incsub, LLC;EU-U.S. Privacy Shield Framework;2016-10-31;2017-10-31;NON-HR
Incyte Corporation;Swiss-U.S. Privacy Shield Framework;2017-04-28;2018-04-28;HR, NON-HR
Incyte Corporation;EU-U.S. Privacy Shield Framework;2016-10-28;2017-10-28;HR, NON-HR
Indeed Inc.;Swiss-U.S. Privacy Shield Framework;2017-05-18;2018-05-18;HR, NON-HR
Indeed Inc.;EU-U.S. Privacy Shield Framework;2016-11-04;2017-11-04;HR, NON-HR
Independent Purchasing Cooperative, Inc.;EU-U.S. Privacy Shield Framework;2017-01-27;2018-01-27;NON-HR
Indiegogo;EU-U.S. Privacy Shield Framework;2016-11-23;2017-11-23;NON-HR
Industrial Scientific Corporation;EU-U.S. Privacy Shield Framework;2017-01-11;2018-05-04;NON-HR
Ineo, LLC;Swiss-U.S. Privacy Shield Framework;2017-04-12;2018-05-04;NON-HR
Ineo, LLC;EU-U.S. Privacy Shield Framework;2016-09-26;2016-10-17;NON-HR
InetServices, LLC;EU-U.S. Privacy Shield Framework;2017-05-05;2018-05-05;HR, NON-HR
InetServices, LLC;Swiss-U.S. Privacy Shield Framework;2017-05-05;2018-05-05;NON-HR
Infinata, Inc.;EU-U.S. Privacy Shield Framework;2016-12-30;2017-12-30;NON-HR
Inflection Risk Solutions, LLC;Swiss-U.S. Privacy Shield Framework;2017-04-25;2017-10-20;NON-HR
Inflection Risk Solutions, LLC;EU-U.S. Privacy Shield Framework;2016-10-20;2017-10-20;NON-HR
Inflectra Corporation;EU-U.S. Privacy Shield Framework;2016-08-24;2017-08-24;NON-HR
Info Cubic LLC;Swiss-U.S. Privacy Shield Framework;2017-05-12;2018-05-12;NON-HR
Info Cubic LLC;EU-U.S. Privacy Shield Framework;2016-11-15;2018-05-12;NON-HR
Infocore, Inc.;Swiss-U.S. Privacy Shield Framework;2017-04-18;2017-11-02;NON-HR
Infocore, Inc.;EU-U.S. Privacy Shield Framework;2016-11-02;2017-11-02;NON-HR
Infogroup;EU-U.S. Privacy Shield Framework;2016-12-06;2017-12-06;HR, NON-HR
Infor;EU-U.S. Privacy Shield Framework;2016-09-30;2017-09-30;NON-HR
Informatica LLC;EU-U.S. Privacy Shield Framework;2016-11-17;2017-11-17;NON-HR
Information Network Associaties, Inc;EU-U.S. Privacy Shield Framework;2017-01-27;2018-01-27;HR
InforMed Direct Inc;EU-U.S. Privacy Shield Framework;2016-12-01;2017-12-01;HR, NON-HR
Infostretch Corporation;EU-U.S. Privacy Shield Framework;2017-03-31;2018-03-31;HR, NON-HR
Infratects, LLC.;EU-U.S. Privacy Shield Framework;2016-10-04;2017-10-04;NON-HR
